1498669098,vertical_noise,window_3x3,0.1,500.0,0.8203125,0.67291259765625,0.8203125
1498812180,vertical_noise,window_3x3,0.1,500.0,0.9678955078125,0.972762067723343,0.9678955078125
1499111720,vertical_noise,window_3x3,0.1,500.0,0.97344970703125,0.9748525663955847,0.97344970703125
1563348194,vertical_noise,window_3x3,0.1,1000.0,0.9915771484375,0.9917192928111711,0.9915771484375
2291659288,vertical_noise,window_3x3,0.1,20000.0,0.99310302734375,0.9930911954138213,0.99310302734375
2291659200,vertical_noise,window_3x3,0.1,20000.0,0.9798583984375,0.9802664818091062,0.9798583984375
2291659262,vertical_noise,window_3x3,0.1,20000.0,0.99896240234375,0.9989683595069233,0.99896240234375
2291659225,vertical_noise,window_3x3,0.1,20000.0,0.99896240234375,0.9989683595069233,0.99896240234375
2291659250,vertical_noise,window_3x3,0.1,20000.0,0.9879150390625,0.988676599299809,0.9879150390625
2291659213,vertical_noise,window_3x3,0.1,20000.0,0.99896240234375,0.9989683595069233,0.99896240234375
2291659237,vertical_noise,window_3x3,0.1,20000.0,0.99957275390625,0.9995726974914523,0.99957275390625
2291659275,vertical_noise,window_3x3,0.1,20000.0,0.98809814453125,0.9888375079643199,0.98809814453125
2303062909,vertical_noise,window_3x3,0.1,20000.0,0.75390625,0.890822155960997,0.75390625
2303062873,vertical_noise,window_3x3,0.1,20000.0,0.98577880859375,0.9868217854894554,0.98577880859375
2303062861,vertical_noise,window_3x3,0.1,20000.0,0.9866943359375,0.9876116777356103,0.9866943359375
2303062934,vertical_noise,window_3x3,0.1,20000.0,0.99896240234375,0.9989683595069233,0.99896240234375
2324226978,vertical_noise,window_3x3,0.1,20000.0,0.984619140625,0.9858318992490613,0.984619140625
2324226918,vertical_noise,window_3x3,0.1,20000.0,0.95147705078125,0.9617941795934741,0.95147705078125
2324226966,vertical_noise,window_3x3,0.1,20000.0,0.99896240234375,0.9989683595069233,0.99896240234375
2324226930,vertical_noise,window_3x3,0.1,20000.0,0.99896240234375,0.9989683595069233,0.99896240234375
2324226942,vertical_noise,window_3x3,0.1,20000.0,0.992919921875,0.9931883169934641,0.992919921875
2324226954,vertical_noise,window_3x3,0.1,20000.0,0.99896240234375,0.9989683595069233,0.99896240234375
2324226990,vertical_noise,window_3x3,0.1,20000.0,0.99468994140625,0.9947182423152596,0.99468994140625
2324227002,vertical_noise,window_3x3,0.1,20000.0,0.99603271484375,0.9961184155865737,0.99603271484375
2423327542,vertical_noise,window_3x3,0.1,20000.0,0.99896240234375,0.9989683595069233,0.99896240234375
2423327597,vertical_noise,window_3x3,0.1,20000.0,0.953125,0.9617556852377378,0.953125
2423327609,vertical_noise,window_3x3,0.1,20000.0,0.9879150390625,0.988676599299809,0.9879150390625
